name,latitude,longitude,address,description,imagepath,author
Otto Toepfer House,43.060732,-89.442068,4001 Mineral Point Road,"<p>One of the earliest standing houses in Westmorland and certainly the most grand is the Otto Toepfer House, which stands at the corner of Mineral Point Road and what would become Toepfer Avenue. The imposing two-and-one-half story seven-bedroom brick house is 3,927 square feet in size, making it still the largest house in Westmorland.</p><p> The house was befitting Toepfer's status as a political figure, active as a Dane County Supervisor for nineteen years, and a land developer. </p><p>Toepfer acquired sixty acres on which to build his house in 1899 in conjunction with his brother, who later sold his interest to Otto. At the time, it was part of the Charles Baker Sunnyside Farm, bounded by present-day Mineral Point Road, Westmorland Boulevard, Tokay Boulevard, and Glenway Street. The house (former barn) at 4010 Paunack was part of this property. </p><p>Toepfer likely purchased this land with an eye toward development. Along with A.O. Paunack, he was responsible with much of the pre-World War II development of Westmorland. Today Toepfer is known as ""father of Westmorland"" and his house as the ""Toepfer Mansion.""</p>",img/westmor/toepfer.png,Anna Andrzejewski
Rudin House,43.06556,-89.46901,110 Marinette Trail,"<p>The Rudin House was a prototype for the second of the Wright-Erdman prefabricated houses planned during the late 1950s, a collaboration by the world-renowned architect and Madison-based builder that was intended to bring fine design into an affordable realm. </p><p>Built as part of the 1959 Parade of Homes, the two-story house stands out from the ranches and split levels that dominate the Hill Farms neighborhood while also responding to many of the same factors that influenced other builders in 1950s Madison.</p> <p>Like other Madison builders in the 1959 Parade, Erdman sought to cater to the specific interests and needs of his immediate clients. In the case of University Hill Farms these homeowners and purchasers were typically upper-middle-class professionals, professors, and businessmen.</p><p> Collaborating with Wright allowed Erdman the chance to bring elements of Wright's design to these clients in hopes of expanding his already successful prefabricated housing business.</p><p>The house stands at an angle to the street on a wooded lot noticeably larger than most of the others in the subdivision. While most of the nearby homes are arranged parallel or perpendicular to the street, the entrance to the Rudin House is tucked in a corner close to the attached carport. During the summer months the house and its large corner windows are partly obscured from the street, thereby lending the occupants much privacy.</p><p> The exterior is a painted board (stress-skin) and redwood batten system similar to other Wright-designed houses from the period. The house is capped by a flat roof with wide overhanging eaves. The interior exhibits an open plan centered around a two-story living space with windows on two walls extending from floor to ceiling, described by the Parade of Homes plan book as ""lending the room a feeling of infinite space and comfort."" A large concrete block fireplace separates the living room from the adjacent kitchen, dining, and entry halls with an open staircase running up one side of it leading to bedrooms and a bathroom in the lofted second story. </p><p>Perhaps the most striking aspect of the design is its openness. </p><p>The plan is derived from Wright's conception of the one-room house; rather than using doors, folding screens are employed to allow all spaces, including those that are typically private, to remain largely open to each other. A few of the walls that separate the bedrooms from the living room and each other also have these folding screens, which allows the entire interior to open up. Even with the screen tightly closed, sound easily passes from room to room.</p><p>Erdman intended the design of this prefabricated house to allow a small, affordable house to have a degree of beauty and spaciousness lacking in most houses of similar size. In the end, however, the house was not all that affordable, especially in comparison to others in the 1959 Hill Farms Parade of Homes. </p><p>The advertised cost was in the range of $38,000 to $45,000 while most of the surrounding homes cost half that amount. Much of this was due to site work and masonry (in the fireplace and the fully excavated basement). Much of the cost can probably be attributed to the experimentation, uniqueness, and ironically, the modularity of the home, a product of the Wright-Erdman collaboration.</p><p> The pair had worked on a number of projects in the Madison region during the previous decade, beginning with the Unitarian Meeting House, and their relationship was a symbiotic one. Erdman was happy to use Wright's name and prestige to advertise his work while Wright found someone willing to help him realize his ideas about affordable housing (at least partially). The design and construction of the Rudin House was praised in the local and national media (including a feature in House and Home). </p><p>The Rudin House was by far the most popular house on Parade that year, but the house did not sell immediately. Perhaps the high price was a factor in this, but in reality, no one actually wanted to live there. Walter and Mart Ellen Rudin, two successful Department of Mathematics professors at the University of Wisconsin, eventually purchased the property a few months after the Parade of Homes had ended. They had been on the Parade and seen a number of homes as they were looking for a place to raise a family, but had skipped viewing 110 Marinette Trail. Mary Ellen recalls that the concept of the one-room house and geometric aesthetic were appealing to her and her husband when they purchased the house. </p><p>The strikingly open floor plan became the defining feature as they raised their three children. Mary Ellen Rudin still resides at 110 Marinette Trail and is still fond of the house. Little has changed in the house since its construction. The original kitchen appliances and cabinets remain. The only major changes are renovations to the first-floor bathroom and a replacement (this year) of woodpecker-damaged fascia.</p>",img/hillfarms/rudin.png ,Rowan Davidson and Anna Andrejewski
Skilton House,43.06381,-89.46897,5217 Pepin Place,"<p>The Skilton House, No. 3 on the 1959 Parade of Homes, is an example of a split-level residence. Described in the Parade of Homes plan book as ""a practical bi-level that fits a difficult site,"" with "". . . a grade level door in back with a large garage,"" the design of the house emphasized distinguishing zones by level, noting ""the main level has everything needed, with the other functions downstairs."" </p><p>This fairly simple language covers a number of innovations in the form and layout of the 1950s house, which shows improvements on the popular ranch design of the period found elsewhere on the 1959 Parade.</p><p>The lot's steep incline meant the house had to be banked into the side of the hill, making the bi-level design particularly appropriate in this case. The house is more specifically a split foyer design, with the front entrance leading directly into an open stairwell, which leads to two distinct floors.</p><p> In the 1959 Parade of Homes plan book this layout is referred to as a ""bi-level"" and lists a number of outlined advantages, including an ""interior"" garage, an emphasis on the rear of the house, and a separation of the living spaces away from the public street below. As the Parade of Homes description states, the plan includes all of what one would come to expect from a ranch house plan on the second floor: kitchen, living room, bathrooms, and bedrooms. This pattern left the basement free for other functions, most likely a family/recreational room or ""den."" </p><p>Robert Skilton, a Professor of Sociology at the University of Wisconsin, and his wife, Betty, purchased the house shortly after the Parade of Homes in 1959 and lived there until the late 1960s. Like many of the initial owners in University Hill Farms, the Skiltons had a young family and an upper-middle class lifestyle. One might assume that they shared the desire for privacy and the inward focus that was so prevalent when they bought their home.</p><p> The split-level house likely fit their lifestyle, with the lower level likely functioning as a recreational/family room or den, which was becoming fashionable in this period. The autocentric character of the community is also emphasized here with the two-car garage, which is integrated here to such an extent that it almost seems a part of the ""family."" </p>",img/hillfarms/skilton.png,Rowan Davidson
Kalal House,43.06536,-89.4679,111 Marinette Trail,"<p>The Kalal House is in many ways a typical single-story ranch house. Horizontal in orientation, the house contains with a long, low-pitched gable roof, a two-car garage, and large windows intended to bring in the outdoors. More unusual is the house's position on the lot.</p><p> Rather than paralleling the street, the Kalal House is rotated ninety degrees so the front door and large windows face the driveway. All of the other ranch houses in the 1959 Parade of Homes Plan Book run horizontally along the lot.</p><p>One reason for the siting could be the lot's location on a hill. Simply turning the ranch home maintained the style, alleviated complications of the lot's hillside location, and the convenience of living in one story home was not lost. Still, it required some adjustments.</p><p> The side of the home with the most glazing, the long ""rear"" elevation, required a row of large trees to act as a screen between the two homes. In a sense, this does follow the conventional characteristics of the postwar ranch house's tendency to shift focus from the front of the house to the backyard, but because of the siting, it had to rely on landscape treatments to allow for desired privacy.</p><p>Like other houses on the 1959 Parade of Homes, the Kalal House was speculatively built. In May of 1959 merchant-builder Donald Sampson acquired the lot that the home sits on from the University of Wisconsin Board of Regents. Just three months later Gladys Kalal secured a mortgage from First Federal Savings and Loan for $19,000 and purchased the house. </p><p>Kalal was a very active local musician, participating in church groups, the Madison Symphony Orchestra, the Madison Federated Music Club, and other local groups. Ten years after she moved into the home, the Capital Times published a section containing short biographical sketches with members of the Madison Symphony Orchestra. In it she describes herself as ""A frustrated interior decorator."" Such was one of the challenges with a speculatively built house, which allowed someone with an interest in design fewer options than a custom-built home.</p>",img/hillfarms/kalal.png,Jared Lowery
Moore House,43.0648,-89.46764,5142 Pepin Place,"<p>The Joseph and Violette Moore House is an L-shaped ranch house with a strong emphasis on privacy. During the 1950s, popular magazines such as House Beautiful promoted the concept of an insular, family-centered home. The Parade of Homes Plan Book touts privacy as the most distinguishing feature of the design, noting ""the living room was away from traffic."" </p><p>The house is arranged in an L-shape, with the forward-facing gable-roofed section containing three bedrooms and a bathroom. The ""rear"" arm of the ell parallel to the street is dominated by a large two-car garage; an entrance is located to the right of the garage. The exterior is sheathed in painted wood lap siding; brick veneer adds visual variety near the entrance, perhaps to draw some attention to the front door, which would otherwise be hard to see from the street. Near the entry alcove is a small window to the kitchen, the only place in the communal family spaces that allows for visual access to the street. These communal spaces, the kitchen, dining area, and living room, have large windows facing the fenced backyard of the house. </p><p>Extensive vegetation also serves to enclose this private family area. In contrast, the bedroom areas closer to the street have small, unobtrusive windows at eye-level or higher to prevent those on the street from looking directly into the house.</p><p>The history of the house's occupation affirms the middle- to upper-middle-class socio-economic status of residents in University Hill Farms. The house was purchased during the 1959 Parade of Homes by Joseph and Violette Moore, who at the time worked for K&M cleaners. Joseph worked for most of his career as a car salesman at Zimbrick Buick whereas Violette worked as a legal secretary while raising their three children.  </p><p>Ownership of the house was transferred to the children before their parents passed away; in 1981, they sold the house to Richard Porter, a young Professor of Chemistry, and his wife, Nancy. The Porters only lived in the house for a few years. In 1984, Lee and Rosemary Jones purchased the property. Lee worked as a market analyst for Ohmeda Anesthetics in Madison and passed away some time ago. </p>",img/hillfarms/moore.png ,Rowan Davidson and Anna Andrejewski
Peterson House,43.0642,-89.46723,5201 Pepin Place,"<p>The Peterson House is a typical ranch house of the late 1950s. The Ninth Annual Parade of Homes book boasts the house has ""two dining areas, two fireplaces,  a second bath and a large porch, all features found in more expensive homes."" Jevne offered this design in the 1959 Parade in an attempt to appeal to the upper middle-class suburban residents who typically contacted him for custom built homes as well as stock designs. </p><p>Many of this house's features typify ranch houses across the country. The home is arranged on its site parallel to the street with an attached garage off to one side and a large fenced backyard in the rear. The facade displays a large picture window looking out from the living room, a central door and smaller windows for the bedrooms; the rear elevation is more informal with a patio, rear door, and kitchen window with a view to the spacious backyard. </p><p>The roof is of the low, gabled variety with a centrally-located chimney. There is very little ornament and materials are exposed following modernist trends.  The plan is based around a central hall leading from the front entrance. All the private functions, bedrooms and baths, are off to one side while the more public spaces, like the kitchen, dining, and living room are on the other. Rather unusually, there is no direct access from the garage into the body of the house.</p><p> The only other distinguishing feature has to do with the Lannon stone facing on the facade and chimney, which is a type of local limestone used across Wisconsin since the mid-nineteenth century. By the mid- to late 1950s, Lannon stone was used as an accent material, readily apparent throughout Hill Farms. </p><p>This house was purchased in 1959 by Gustoff and Bessie Peterson, shortly after the 1959 Parade of Homes. Gustoff was an associate professor in the UW Botany department, and the family stayed in the home for nearly thirty years. </p><p>Besides the commonly assumed concerns for privacy, family, and recreation, it is possible that the Petersons were also interested in the appearance of identity and class when they bought their new home. Along with the conformity of the period there was also an undercurrent of individuality, and the irony that in order to fit in one had to express themselves outwardly. With this in mind it is possible to read the presence of Lannon stone veneer on the Peterson's house as type of regionalism unique to Wisconsin, and Madison in particular. </p>",img/hillfarms/peterson.png,Rowan Davidson
Boldon House,43.06464,-89.46867,5222 Pepin Place,"<p>A comparison of the plan and the street view of Keith Anderson's 1959 Parade of Homes entry shows two trends in house design emerging in the second half of the 1950s in Madison. The exterior presents the renewed interests in elements of colonial design.  </p><p>These references to the historic past made their first Parade appearance during the 1958 show, located several blocks away on Juneau Road. While this house retains its divided light windows, strapwork hinges on the garage doors, and dormers, it has lost the cupola and weathervane that were once located over the garage and its board shutters. </p><p>The innovations are on the interior, in what the Parade brochure termed ""a modern, efficient planning concept."" While the main public rooms of the house are at street level, the back of the house is split, resulting in living spaces spread over four levels. What appears to be a story and half relative of the Cape Cod is in reality a 2,600 square foot house designed with six bedrooms, two and a half bathrooms, a large family room, and a two-car garage.  </p><p>Builder Keith Anderson's had previous entries in the Parade of Homes, including a 1957 house on Richland Lane and a 1958 dwelling on Juneau Road. The 1958 house also displayed the divided light windows and the Parade brochure termed it a ""Colonial Ranch."" Keith Anderson (1926-2003) remained an active member of the Madison Builders Association and for several years was the president of the Parade of Homes event. His obituary noted that he left the Madison area a legacy of over two hundred quality homes. He also served on the Dane County Zoning Board. </p><p>Dr. Edward Boldon, a surgeon, his wife, Harriet, and their four children were the home's first and long-term residents. </p>",img/hillfarms/boldon.png,Daina Penkiunas
Bradley House ,43.069817,-89.421225, 106 North Prospect Avenue  ,"<p>The Bradley House, designed by the office of Louis Sullivan, is one of the largest and most distinctive homes in University Heights. The T-shaped plan of the house sprawls over several city lots with the main facade fronting to the south and a long wing that extends northward. The main east-west axis of the house has large overhanging eaves and porches on the second floor at each end that are supported by steel cantilevered beams encased in elaborately carved wood. The use of these muscular and salient cantilevered elements is one of the primary design elements and a reflection, like the T-shaped plan, of the nearby Gilmore House designed by Frank Lloyd Wright.</p><p> The main entrance is located at the extreme northern end of the building with a porte cochere, from which one enters the main long hall that follows the primary axis of the house. The roof consists of two low and long intersecting gables sitting on vertical brick piers that interrupt the otherwise horizontal emphasis of the design. Many of the original windows, which had intricate patterned and multi-colored stained glass, are missing.</p><p>The house was a wedding present from wealthy Chicago plumbing magnate Charles Crane to his daughter, Josephine, and her husband, Dr. Harold Bradley, who was a professor of chemistry at the University of Wisconsin Hospital. The home quickly proved too large for the Bradley's needs even as their family grew; therefore, they sold the building to the local Sigma Phi Fraternity in 1914. </p><p>With its many bedrooms, bathrooms, and a large kitchen, the house was clearly designed for a very large family, which made it easily adaptable for use as a fraternity or office space. Sigma Phi transitioned the space from an active fraternity house to their national offices; it is still used in this capacity today.  A 1972 fire destroyed much of the interior and the building had to be rebuilt and repaired. Following these repairs the house was listed in the National Register of Historic Places in 1972, and designated a National Historic Landmark in 1976.</p><p>There is some debate over the role that Sullivan played in the design and supervision of the Bradley House. While he is typically credited with the design of the original architecture, furniture, draperies, rugs, and windows, it is possible that his chief assistant, George Elmslie, a notable Prairie style architect in his own right, took the lead. </p><p>Sullivan only designed two houses during the twentieth century (the Bradley House being one), and his work rarely fully embraced the details and motifs of the Prairie school. Elmslie, on the other hand, was well-versed in the new stylistic language that owed much to Sullivan's previous work. By this point in the waning years of Sullivan's career it is generally believed that Elmslie assumed a large share of design responsibilities, and the honeymoon cottage"" for Charles Crane's daughter and son-in-law was likely no exception.</p><p> Regardless of who served as the primary designer it is interesting to contrast the house with other Prairie style homes in the neighborhood, especially when considering the extent and quality of the building as well as Sullivan's philosophical influence on many other designers of University Heights residences.</p>",img/uHeights/bradley.png,Rowan Davidson
Breese Terrace ,43.071895,-89.413904,Breese Terrace,"<p>The development of University Heights has not been limited exclusively to single- family homes. At the edges of the neighborhood, apartments and flats quickly appeared after the area was incorporated into the city of Madison in 1903. This diversity is limited mainly to the physical edges of the area, specifically at the northern edge along University Avenue and the eastern border along Breese Terrace. </p><p>The eastern boundary facing Camp Randall stadium contains a mix of housing types including apartment complexes, three-story flats, and single-family homes. Also significant is the fact that, with the exception of the northern-most block of the street, the rest was platted separately from the original late nineteenth-century University Heights plat. Its development is more closely tied to the wider fabric of Madison than the curvilinear lots and high-end homes of University Heights.</p><p>Breese Terrace, formally spelled ""Breeze"" until the 1930s, is located east of University Heights at the base of the hill, basically buffering the enclave of single-family homes from the University. It stretches four blocks south from the First Congregational Church at University Avenue to the intersection of Regent and Monroe streets. </p><p>As the city grew the streetcar line was extended. As University Heights developed a stop was created near the intersection of University Avenue and Breese Terrace; the line was extended down Breese Terrace to Monroe Street in 1897. These streetcar lines served suburban growth and proximity to the stops likely encouraged density.</p>",img/uHeights/breese.png,Rowan Davidson
Elliot House ,43.070744,-89.419372, 137 Prospect Avenue ,"<p>No building permit or architectural drawings survive for the Elliot House. There is some debate over the attribution of the design to George Maher or Claude and Starck. Regardless of who was the responsible architect, the house is an excellent example of the Prairie style.</p><p> The entry displays a flared entrance door surround and a cantilevered roof in the shape of a segmented arch. The door is flanked by a set of tall windows with art glass sidelights that contain intricate lilac motifs. Similar windows and naturalistic stained-glass designs are also found on the second floor. Belt courses on the upper portion serve to highlight the horizontal feel of the house. The lines of the low-pitched hipped roof, with dormers on the sides and rear as well as large overhanging eaves, give the house a massive and horizontal feel. </p><p>Like other non-Wrightian prairie examples in Madison, the roughly square plan of the house is divided into distinct rooms rather than embracing a more open arrangement, as in Wright-designed examples. The house has a porch on its east side that transitions into a partial octagon with only five sides on the second floor. It is notable that the overall design compares closely with the 1907 Schultz House, designed by George Maher in Winnetka, Illinois; it differs only in the use of horizontal battens at the second floor level and the lack of a ribbon effect in the windows.</p><p>Edward Elliot, a Professor of Education at UW-Madison and the original owner of the house, came to Madison in 1905 from Columbia University to direct teacher's training programs for the state of Wisconsin. An education reformer, he met a great deal of resistance initially, but would go on to some success in 1911 with his central role in the establishment of the University of Wisconsin High School.</p><p> Shortly after this achievement, he left with his family to become the Chancellor of the University of Montana; and in 1922 he became President of Purdue University. The Elliots appear to have kept ownership of their new home in University Heights through 1924, when they sold it to Mrs. Nellie Hess. During the 1950s Hess sold the property to John (a UW-Madison professor) and Barbara Ferry.</p><p>Perhaps the most likely arrangement was that Maher designed the house while Claude and Starck, a local firm, oversaw the construction. This situation was not uncommon for Claude and Starck, who had a close working relationship with Maher and other prairie style architects who worked in Madison. Many homes designed for wealthy clients by Maher in Chicago suburbs follow a similar arrangement to the Elliot House. </p><p>While working in Silsbee's office during the late nineteenth century, alongside Frank Lloyd Wright and others, Maher also drew inspiration from the work of Charles Voysey and Edwin Lutyens and the British Arts and Crafts movement, which can be seen in the stability and heaviness of the Elliot House design.</p>",img/uHeights/elliot.png,Rowan Davidson
Ely House ,43.071849,-89.416586,205 Prospect Avenue ,"<p>One of the first residences built in University Heights, the Ely House, is an excellent example of nineteenth-century eclecticism preceding the so-called progressive"" designs that would follow in the neighborhood. A two-story wood-frame Georgian Revival design by the architect Charles Sumner Frost, the house is a Victorian adaptation of the historic Longfellow House in Cambridge, Massachusetts.</p><p> Its narrow clapboard siding, symmetrical facade, and classical elements clearly draw inspiration from Colonial American styles.  These colonial elements can be found in the materials used and the simple rectangular massing with small dormers and classical proportions. </p><p>A high-pitched roof with dormer windows tops a classically inspired cornice. The central pediments situated below project slightly and are supported by pilasters, which give the house a classical effect. A one-story ionic portico projects from the front entrance. Elaborate frames and woodworking around the windows and doors place the design in a more Victorian tradition.</p><p>Richard Ely, the original owner and builder of the house, played a large role in the development of University Heights. A member of the original University Heights Company, he also continued in the role of neighborhood booster and developer for many years after moving to the area. </p><p>Ely came to Madison in 1892 to organize the new Departments of Economics, Political Science, and History at the University of Wisconsin. Famous in his own time, Ely soon became the director of the economics department. </p><p>Taking a significantly more progressive view than that of economics establishment, Ely was willing to debate the laissez-faire models that dominated the field during the early twentieth century. Ely was charged with teaching subversive doctrine in 1894, a discussion of corporate abuses and trust policy in the country, and investigated by the University's Board of Regents. Eventually vindicated, Ely quickly became a champion and symbol for academic freedom and the University of Wisconsin. </p><p>Willing to talk about Marxism and Socialism at the turn of the century, Ely made many notable friends in progressive circles such as Bob LaFollette, Sr., and Theodore Roosevelt; and his house became an open meeting place for established reformists. At the time of Ely's death, the New York Times described him as ""the dean of American economics."" Married twice, Ely had many children, some of whom would also settle with their families in University Heights. Since the Ely family departed their house in 1958 it has been occupied Edwin Taylor, a professor at the university, and the Barash family, two clinical doctors who work at the University of Wisconsin Hospital.</p><p>The overall appearance and style of the house is odd in light of Ely's character, associations, and supposed taste. Since he is known to have had a large role in the design and construction of the house, and he chose a Chicago architect with a progressive reputation, the traditional, if not out of fashion, Georgian Revival style seems an odd choice. </p><p>Ely was vocally critical of traditional building designs on the University campus and of choosing architects and styles with little relation to Wisconsin or progressive associations. Yet he picked exactly those same features for his own large home. </p>",img/uHeights/ely.png,Rowan Davidson
Fett House,43.069478,-89.415251,1711 Van Hise Avenue,"<p>The George Fett house is one of the largest bungalow homes in Madison and an excellent example of the style. While there is neither a known architect or designer nor any records of the building's construction, elements of the house reveal the influence of Arts and Crafts and Prairie-style design sensibilities. The one-and-one-half-story house is principally low, horizontal, and massive with large brick piers on the broad, sweeping porch that refers to the Bungalow styles of the Craftsman magazine. Typical of the style and period, the Fett House utilizes fine materials and unostentatious details through stained glass windows in simple geometric patterns, stucco siding, and dark stained wood trim throughout. </p><p>The original owner, George Fett, was the corporate secretary for the Madison-based Menges Pharmacy Company and a pharmacist by profession. His workplace and pharmacy were located just on the other side of the neighborhood at 901 University Avenue.  Fett moved his family to the house at 1711 Van Hise when he assumed the manager's position; they had previously lived elsewhere in the neighborhood at 45 Lathrop Street. The subsequent owner, Gustavs Martinsons, worked as a project architect with Flad and Associates in Madison for much of the post-World War II period.</p><p>The Fetts's pattern of movement is typical for residents of the neighborhood. Many University Heights residents tended to purchase smaller homes on the periphery at first, and then moved into larger, more expensive homes in the district as their families and careers changed to allow it. This was and is especially common among members of the UW-Madison faculty. Even for those not involved with the University, the neighborhood could support changing needs, interests, and aspirations.</p>",img/uHeights/Fett.png,Rowan Davidson
Gilmore House ,43.07079,-89.4185, 120 Ely Place ,"<p>The Eugene Gilmore House, located at the highest point in University Heights and offering panoramic views of the University campus and the State Capitol, was designed by Frank Lloyd Wright. The house is an excellent example of Prairie Style architecture, it is intentionally united with its advantageous site, and displays several hallmark features of the style: strong horizontal lines, extended walls, sweeping eaves, and banded windows. Given its location and form, the residence has been nicknamed the Airplane House.""</p><p>The wings that give the composition its aeronautical name spread out from a T-shaped plan with an obscured entrance below grade on the first floor. Most of the living spaces are on the second floor to take advantage of the views and the privacy gained from being set farther away from the street and neighbors. </p><p>Typical of Wright's work, the decoration is limited to geometric leaded glass patterns set in banded casement windows across private and public interior spaces. A copper batten-seam roof, very expensive at the time, covers both wings that extend outward from the forward-facing central pavilion and its triangular balconies at each end. </p><p>Eugene Gilmore, one of Wright's more famous and influential clients, came to Madison in 1902 with his wife, Blanche, from a successful Boston law firm to join the faculty at the University of Wisconsin's law school. He quickly rose up the administrative ladder and became famous for his many reformist ideas, efficiency, and organizational skills that would later lead to his appointment as the Vice-Governor of the Philippines in 1922. He returned to the United States and academia, becoming dean of the University of Iowa law school, and president of the same university in 1934. </p><p>After Gilmore left Madison he transferred ownership of the house to Kenneth Parsons, another University of Wisconsin professor. </p><p>The Gilmores had purchased the difficult and prominent lot for their future home on the advice of their soon-to-be neighbor, Richard Ely. They chose Wright as their architect after seeing his work in an early 1908 Architectural Record article.</p><p> Wright's designs were increasingly popular at the time, and they also carried the connotations of a uniquely American, if not Midwestern, architecture and progressive ideals. The house had a large budget of $8,000, but went over the amount by an additional $2,000 due to trouble finding a carpenter willing to take on the project because of the unusual framing details. </p><p>Gilmore ended up supervising the construction himself since Wright conducted the design and supervision in absentia. In 1929 the house was significantly altered to make room for a three-car garage in the back and by making adjustments to the difficult entry. The work was executed by the local Madison architecture firm of Law, Law, and Potter and matches the materials and methods of the original design, if not the spirit.</p>",img/uHeights/gilmore.png,Rowan Davidson
Morehouse House ,43.07099,-89.41764, 101 Ely Place ,"<p>Towards the end of the construction in University Heights, a few modern styles were introduced into the neighborhood. In 1936, Edward and Anna Morehouse contracted the architects Keck and Keck to design and build a home in the International Style, explicitly drawing influences from European design trends. Located in view of the Gilmore, Ely, and Buell houses, the Morehouse residence surprised onlookers with its bold appearance. </p><p>Largely unaltered since its construction in 1936, the house emphasizes simple geometric volumes and the application of thin skin-like surfaces over a light structural frame. The two-story house, set into the hillside that slopes down Summit Avenue from Ely Place, is arranged with four bedrooms similar to later walk-out designs, so that each floor, including the basement, has livable spaces with full access to the exterior. </p><p>The exterior walls of the basic white cube, punctured by vertical ribbons of windows with frames painted a dark brown to contrast with the light stucco exterior, create the effect of an intentionally asymmetrical abstract composition.  The windows are grouped closely at the corners for a visual effect that results in a re-entrant corner detail, which foreshadows a common Modernist design element that would be seen later in the apartments and office towers of Mies Van Der Rohe. </p><p>Despite these innovations, the house still utilized such common building practices as wood stud balloon frame construction, fine finishes, and walls of stucco on the exterior and plaster on the interior over metal lath. The overall design was also comprehensive, given the casework, original furniture, and light fixtures were all designed by Keck and Keck.</p><p>Edward Morehouse's reputation was as a progressive, if not radical, thinker at the time. Serving as both a Wisconsin Public Service Commission economist and Professor of Economics at the University, Morehouse came to live with his family in University Heights by way of familial connections. His wife, Anna, was the daughter of the prominent and influential economist Richard Ely from Ely's first marriage. </p><p>Ely lived only a few houses away and was instrumental in bringing the Morehouses to live in Madison and work for the state. Likewise, Anna attended the University of Wisconsin along with her good friend Catherine, who would later become George Keck's wife. </p><p>Subsequent occupants of the house, the Alberty and Olsen families, have also been employed as faculty at the University of Wisconsin.Born in Watertown, Wisconsin, George Keck worked as an engineer and tried his hand at abstract painting before settling on the profession of architecture in Chicago during the 1920s. His brother, William, joined him shortly and their firm became known for producing high-quality modern designs explicitly influenced by the Bauhaus School. </p><p>Their work was typically not as severe and mechanistic as many European examples and reveals distinctly American sensibilities in the Morehouse house, including organic and Wrightian influences and the attention given to siting considerations. This latter feature became even more apparent as the limited passive solar design elements found in the Morehouse house were stressed in later Keck and Keck work. </p>",img/uHeights/morehouse.png,Rowan Davidson
Morris House ,43.07035,-89.4174, 1815 Summit Avenue ,"<p>The Morris House stands near the highest point in University Heights, where Ely Place intersects with Summit Avenue. Like a number of other houses in the area, the Morris House can broadly be considered a Prairie style design. The architect, Alvan Small, had a reputation for this kind of design and, along with architects Claude and Starck, can be considered a pioneer in Madison's version of the style. </p><p>The house displays primarily a stucco exterior with brick elements at either end of the long building, both at the entrance and porch and garage. Occasional groupings of leaded glass windows and wood banding emphasize the house's length and horizontal design. Consistent proportions, siting, and the use of similar design elements in simple ways to produce individualized work for clients typify Small's work. </p><p>Other similar houses designed by Small in University Heights include the Allen House at 2014 Chamberlain Avenue, the Haen House at 2017 Kendall Avenue, the Johnson House at 1713 Chadbourne Avenue, and the Jones House at 1717 Summit Avenue. </p><p>Small's Prairie style homes were variations on a theme: they almost always displayed a simple two-story rectangular box with side gables and stucco walls. These houses would typically have overhanging eaves, grouped windows, simple wood trim, and Craftsman interior details. Comparing the Morris House to the Whitson House, designed by Claude and Starck, reveals similarities within Madison's architectural community at the time.</p><p>Thomas Morris, the original owner, was a successful and prominent Madison businessman with close connections to the University of Wisconsin. It was perhaps these connections, a large faculty population and proximity to campus, that drew him and his family to University Heights.</p><p> The popularity of the Craftsman magazine also helped to disseminate many of the design philosophies and aesthetic tastes that became commonplace in University Heights, and it is likely that some of the work of designers like Small was brought to the attention of the Morris family in this way. Later inhabitants of the Morris House have included Cyrus MacDuffee, a university professor, and his family.</p><p>Born and educated in Madison, Small had experience in Sullivan's office as well as in collaborations with Connover and Porter and other Madison-based architects. Small had his own firm after 1907, and later in life he partnered with another influential Madison architect, John Flad. </p><p>The development of Madison's version of the prairie style was a group project, in which Small played a key part.</p>",img/uHeights/morris.png,Rowan Davidson
Randall School ,43.067871,-89.417025, 1802 Regent Street ,"<p>Randall School, located on busy Regent Street at the southern edge of University Heights, was built shortly after the City of Madison annexed the area, and brought utilities and services, such as the school, to the new neighborhood. The original section, which can still be seen in the central three bays of the Spooner Street facade, was designed by Madison architect Alvan E. Small, then working in the office of Conover and Porter Architects.</p><p> The school was built to handle the growing school-age population of children who belonged to the educated and affluent families of the quickly growing neighborhood. The school displays a modified Tudor revival style with traces of the increasingly popular Prairie style, which are visible in its non-historicist ornament as well as the bands of windows clearly arranged into the distinctive classroom bays on each floor of the structure. </p><p>The school dates from a period in Madison history that saw rapid expansion of the city to the west and east and the expansion of its municipal government, including the Madison School District. Half of the block along Regent Street that had not yet been purchased was set aside for the school in the initial plat of University Heights.</p><p> Following the school's completion the adjacent playing fields on the same block were donated in 1907 by Burr Jones, a prominent Madison attorney and original partner in the University Heights Company. They were named Olive Jones Field in memory of his recently deceased daughter. Later additions to the school faithfully followed the spirit and architectural language of the original design. </p><p>The first addition occurred at the north end in 1912, followed by the south end in 1925. Randall is also the oldest continuously operating school in Madison.</p>",img/uHeights/randall.png,Rowan Davidson
